kategori,nama_makanan,protein_g,karbohidrat_g,lemak_g,serat_g,gula_g,kalori
infant formula,"infant formula, with fiber, ns as to form (pediasure fiber)",2.8,11.3,4.7,0.5,7.6,98.6
infant formula,"infant formula, with fiber, ready-to-feed (pediasure fiber)",2.8,11.3,4.7,0.5,7.6,98.6
infant formula,"infant formula, ns as to form (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, ready-to-feed (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, liquid concentrate, made with water, nfs (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with water, nfs (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, liquid concentrate, made with tap water (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, liquid concentrate, made with plain bottled water (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, liquid concentrate, made with baby water (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with tap water (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with plain bottled water (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with baby water (gerber good start gentle)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, ns as to form (gerber good start protect)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with water, nfs (gerber good start protect)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with tap water (gerber good start protect)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with plain bottled water (gerber good start protect)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, powder, made with baby water (gerber good start protect)",1.5,7.4,3.4,0,7.4,66.4
infant formula,"infant formula, ns as to form (gerber graduates gentle)",1.4,7.5,3.3,0,7.5,65
infant formula,"infant formula, ns as to form (gerber graduates protect)",1.4,7.5,3.3,0,7.5,65
infant formula,"infant formula, ns as to form (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, liquid concentrate, made with water, nfs (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, powder, made with water, nfs (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, ready-to-feed (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, liquid concentrate, made with tap water (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, liquid concentrate, made with plain bottled water (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, liquid concentrate, made with baby water (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, powder, made with tap water (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, powder, made with plain bottled water (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, powder, made with baby water (store brand)",1.4,7.1,3.6,0,7.1,66
infant formula,"infant formula, ns as to form (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, ready-to-feed (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, liquid concentrate, made with water, nfs (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, powder, made with water, nfs (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, liquid concentrate, made with tap water (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, liquid concentrate, made with plain bottled water (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, liquid concentrate, made with baby water (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, powder, made with tap water (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, powder, made with plain bottled water (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, powder, made with baby water (enfamil prosobee)",1.6,6.9,3.5,0,6.9,65.3
infant formula,"infant formula, ns as to form (enfamil enfagrow toddler transitions soy)",2.1,7.4,2.8,0,7.4,62.8
infant formula,"infant formula, powder, made with water, nfs (enfamil enfagrow toddler transitions soy)",2.1,7.4,2.8,0,7.4,62.8
infant formula,"infant formula, ns as to form (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, ready-to-feed (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, liquid concentrate, made with water, nfs (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, powder, made with water, nfs (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, liquid concentrate, made with tap water (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, liquid concentrate, made with plain bottled water (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, liquid concentrate, made with baby water (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, powder, made with tap water (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, powder, made with plain bottled water (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, powder, made with baby water (similac isomil soy)",1.6,6.7,3.5,0,6.6,65
infant formula,"infant formula, ns as to form (similac expert care for diarrhea)",1.8,6.7,3.6,0.7,6.7,66.1
infant formula,"infant formula, ready-to-feed (similac expert care for diarrhea)",1.8,6.7,3.6,0.7,6.7,66.1
infant formula,"infant formula, ns as to form (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, ready-to-feed (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, liquid concentrate, made with water, nfs (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, powder, made with water, nfs (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, liquid concentrate, made with tap water (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, liquid concentrate, made with plain bottled water (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, liquid concentrate, made with baby water (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, powder, made with tap water (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, powder, made with plain bottled water (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, powder, made with baby water (gerber good start soy)",1.6,7.3,3.4,0,5.8,65.8
infant formula,"infant formula, ns as to form (gerber graduates soy)",1.8,7.2,3.3,0,7.1,65.5
infant formula,"infant formula, ns as to form (store brand soy)",1.6,6.8,3.5,0,6.8,65.2
infant formula,"infant formula, ready-to-feed (store brand soy)",1.6,6.8,3.5,0,6.8,65.2
infant formula,"infant formula, liquid concentrate, made with water, nfs (store brand soy)",1.6,6.8,3.5,0,6.8,65.2
infant formula,"infant formula, powder, made with water, nfs (store brand soy)",1.6,6.8,3.5,0,6.8,65.2
infant formula,"infant formula, powder, made with tap water (store brand soy)",1.6,6.8,3.5,0,6.8,65.2
infant formula,"infant formula, powder, made with plain bottled water (store brand soy)",1.6,6.8,3.5,0,6.8,65.2
infant formula,"infant formula, powder, made with baby water (store brand soy)",1.6,6.8,3.5,0,6.8,65.2
infant formula,"infant formula, ns as to form (enfamil nutramigen)",1.8,6.6,3.4,0,6.6,63.8
infant formula,"infant formula, ready-to-feed (enfamil nutramigen)",1.8,6.6,3.4,0,6.6,63.8
infant formula,"infant formula, liquid concentrate, made with water, nfs (enfamil nutramigen)",1.8,6.6,3.4,0,6.6,63.8
infant formula,"infant formula, powder, made with water, nfs (enfamil nutramigen)",1.8,6.6,3.4,0,6.6,63.8
infant formula,"infant formula, ns as to form (puramino)",1.8,6.6,3.4,0,6.6,63.9
infant formula,"infant formula, powder, made with water, nfs (puramino)",1.8,6.6,3.4,0,6.6,63.9
infant formula,"infant formula, ns as to form (enfamil pregestimil)",1.8,6.8,3.6,0,6.6,67.1
infant formula,"infant formula, ready-to-feed (enfamil pregestimil)",1.8,6.8,3.6,0,6.6,67.1
infant formula,"infant formula, powder, made with water, nfs (enfamil pregestimil)",1.8,6.8,3.6,0,6.6,67.1
infant formula,"infant formula, ready-to-feed, low iron (enfamil premature 20 cal)",2,7.2,3.3,0,7.2,66.8
infant formula,"infant formula, ready-to-feed, with iron (enfamil premature 20 cal)",2,7.2,3.3,0,7.2,66.8
milk,"milk, dry, not reconstituted, ns as to fat content",36.2,52,0.8,0,52,359.5
milk,"milk, dry, not reconstituted, whole",26.3,38.4,26.7,0,38.4,499.4
milk,"milk, dry, not reconstituted, low fat (1%)",35.8,51.5,1.8,0,51.5,364.8
milk,"milk, dry, not reconstituted, fat free (skim)",36.2,52,0.8,0,52,359.5
whey,"whey, sweet, dry",12.9,74.5,1.1,0,74.5,359.2
cocoa powder,"cocoa powder, not reconstituted",19.6,57.9,13.7,37,1.8,433.3
chocolate beverage powder,"chocolate beverage powder, dry mix, not reconstituted",4.6,90.3,2.3,4.5,81.8,399.8
chocolate beverage powder,"chocolate beverage powder, light, dry mix, not reconstituted",9.1,68.3,4.5,9.1,27.3,350.1
milk,"milk, malted, dry mix, not reconstituted",0,93,0,0,72.7,371.8
strawberry beverage powder,"strawberry beverage powder, dry mix, not reconstituted",0.1,99.1,0.2,0,95.4,398.6
cream,"cream, ns as to light, heavy, or half and half",3.1,4.3,11.5,0,4.1,133.2
cream,"cream, light",3,3.7,19.1,0,3.7,198.4
cream,"cream, half and half",3.1,4.3,11.5,0,4.1,133.2
cream,"cream, half and half, flavored",3.1,4.5,11.3,0,4.3,131.8
cream,"cream, half and half, fat free",2.6,9,1.4,0,5,59
cream,"cream, heavy",2.8,2.8,36.1,0,2.9,347.4
cream,"cream, whipped",2.7,8.6,33.9,0,8.6,350.5
coffee creamer,"coffee creamer, nfs",1,11.4,10,0,11.4,139.2
coffee creamer,"coffee creamer, liquid",1,11.4,10,0,11.4,139.2
coffee creamer,"coffee creamer, liquid, flavored",0.7,35.1,13.5,1.1,33,264.5
coffee creamer,"coffee creamer, liquid, fat free",0.8,9.1,3.5,0,9.1,71.1
coffee creamer,"coffee creamer, liquid, fat free, flavored",0.6,31.7,2.7,0,31.8,153.6
coffee creamer,"coffee creamer, liquid, fat free, sugar free, flavored",0.8,9.1,3.5,0,9.1,71.1
coffee creamer,"coffee creamer, liquid, sugar free, flavored",0.8,9.1,3.5,0,9.1,71.1
coffee creamer,"coffee creamer, powder",2.5,59.3,32.9,0,7.8,543.4
coffee creamer,"coffee creamer, powder, flavored",0.7,75.4,21.5,1.2,58,497.6
coffee creamer,"coffee creamer, powder, fat free",1.9,73.4,15.7,0,73.4,442.5
coffee creamer,"coffee creamer,powder, fat free, flavored",1.9,73.4,15.7,0,73.4,442.5
coffee creamer,"coffee creamer,powder, sugar free, flavored",2.5,59.3,32.9,0,7.8,543.4
coffee creamer,"coffee creamer, soy, liquid",1,11.4,10,0,11.4,139.2
whipped topping,whipped topping,1.2,23,25.3,0,23,325
whipped topping,"whipped topping, fat free",3,23.6,13.1,0,23.6,224.3
whipped topping,"whipped topping, sugar free",3,23.6,13.1,0,23.6,224.3
sour cream,"sour cream, regular",2.4,4.6,19.4,0,3.4,202.4
sour cream,"sour cream, light",3.5,7.1,10.6,0,0.2,137.8
sour cream,"sour cream, fat free",3.1,15.6,0,0,0.4,74.8
sour cream,"sour cream, imitation",2.4,6.6,19.5,0,6.6,211.8
dip,"dip, nfs",2.2,3.5,45.8,0.3,2.5,435.5
chipotle dip,"chipotle dip, regular",1.7,2.7,45.7,0,2,429.2
chipotle dip,"chipotle dip, light",1.8,13.2,15.2,0,7.4,196.4
dill dip,"dill dip, regular",1.9,3.1,45.8,0.3,2,432.2
dill dip,"dill dip, light",2,13.6,15.2,0.3,7.4,199.3
onion dip,"onion dip, regular",1.9,3.6,36.3,0.2,2.6,348.4
onion dip,"onion dip, light",2,11.9,12.3,0.1,6.8,166.6
ranch dip,"ranch dip, regular",2.2,3.5,45.8,0.3,2.5,435.5
ranch dip,"ranch dip, light",2.4,14,15.2,0.2,7.8,202.4
spinach dip,"spinach dip, regular",2.1,3.1,36.3,0.3,2.3,347.8
spinach dip,"spinach dip, light",2.2,11.4,12.4,0.3,6.5,166
vegetable dip,"vegetable dip, regular",1.9,3.1,45.8,0.3,2,432.2
vegetable dip,"vegetable dip, light",2,13.6,15.2,0.3,7.4,199.3
ice cream,"ice cream, nfs",3.6,26.4,11.3,0.8,22.9,221.4
ice cream,"ice cream, vanilla",3.5,23.6,11,0.7,21.2,207.4
ice cream,"ice cream, vanilla, with additional ingredients",3.7,30.5,11.8,1,25.3,242.6
ice cream,"ice cream, chocolate",3.8,28.2,11,1.2,25.4,227
ice cream,"ice cream, chocolate, with additional ingredients",3.9,34.4,11.8,1.5,28.8,259.1
ice cream,"ice cream, soft serve, vanilla",4.8,29.5,4.8,0.3,22.1,180.4
ice cream,"ice cream, soft serve, chocolate",5,25.7,7.2,0.8,24.7,187.5
gelato,"gelato, vanilla",3.5,22.3,16.2,0,20.6,249
gelato,"gelato, chocolate",4.7,19.8,17,0.9,17.4,250.8
ice cream bar,"ice cream bar, vanilla",2.1,37.1,25.3,1.1,21,384.3
ice cream bar,"ice cream bar, vanilla, chocolate coated",4.1,24.5,24.1,0.8,18.3,331.3
ice cream candy bar,ice cream candy bar,4.4,30.9,20.2,0.6,30,323
ice cream bar,"ice cream bar, chocolate",4.4,25.2,23.9,1.5,18,333.3
ice cream sandwich,"ice cream sandwich, vanilla",4.3,35.9,11.8,1.4,25.3,266.8
ice cream sandwich,"ice cream sandwich, chocolate",4.5,39.3,11.8,1.8,28.4,281.5
ice cream cookie sandwich,ice cream cookie sandwich,4.6,43.4,14.1,1.7,26.4,318.8
ice cream cone,"ice cream cone, scooped, vanilla",3.7,25.8,10.8,0.8,20.6,215.6
ice cream cone,"ice cream cone, scooped, vanilla, waffle cone",3.8,27.2,10.6,0.8,21.5,218.9
ice cream cone,"ice cream cone, nfs",3.8,28.5,11.1,0.9,22.2,229
ice cream cone,"ice cream cone, scooped, chocolate",4,30.2,10.8,1.3,24.6,234.4
ice cream cone,"ice cream cone, scooped, chocolate, waffle cone",4,31.5,10.6,1.2,25.4,237.3
ice cream cone,"ice cream cone, soft serve, vanilla",4.9,31.4,4.9,0.4,21.5,189.6
ice cream cone,"ice cream cone, soft serve, chocolate",5.1,27.8,7.2,0.9,24,196.4
ice cream cone,"ice cream cone, soft serve, vanilla, waffle cone",5,32.7,4.8,0.4,22.3,193.4
ice cream cone,"ice cream cone, soft serve, chocolate, waffle cone",5.2,29.1,7,0.9,24.8,200.2
ice cream cone,"ice cream cone, vanilla, prepackaged",5.2,34.4,21.9,1,25,355.3
ice cream cone,"ice cream cone, chocolate, prepackaged",5.4,34.6,21.8,1.4,24.8,356.1
ice cream soda,"ice cream soda, flavors other than chocolate",0.9,14,2.9,0.2,13.4,85.9
ice cream soda,"ice cream soda, chocolate",1,15.2,2.9,0.3,14.5,91
ice cream sundae,"ice cream sundae, nfs",3.7,31.9,11.2,1.1,23.9,243.1
ice cream sundae,"ice cream sundae, fruit topping",2.7,32.7,9.2,0.7,22.2,224.6
banana split,banana split,2.5,32.5,6.9,1.3,23.3,202.3
ice cream sundae,"ice cream sundae, hot fudge topping",3.7,31.9,11.2,1.1,23.9,243.1
ice cream sundae,"ice cream sundae, caramel topping",3,30.6,9.2,0.5,28.8,217
ice cream,"ice cream, fried",3.9,32.8,15.2,1.2,20.9,283.3
light ice cream,"light ice cream, nfs",4.4,25.4,6.1,0.2,14.3,174.5
light ice cream,"light ice cream, vanilla",4.4,25.4,6.1,0.2,14.3,174.5
light ice cream,"light ice cream, chocolate",4.3,26.2,6.5,0.8,15.2,180.2
soft serve,"soft serve, blended with candy or cookies, from fast food",4,26.2,6.1,0.2,22.8,175.3
light ice cream sandwich,"light ice cream sandwich, vanilla",4.9,37.3,8.2,1,20.1,242.1
light ice cream sandwich,"light ice cream sandwich, chocolate",4.8,37.9,8.4,1.5,20.7,246.4
light ice cream bar,"light ice cream bar, vanilla",3.2,18.8,16.6,0.1,10.5,237.8
light ice cream bar,"light ice cream bar, vanilla, chocolate coated",3.4,19.2,16.6,0.5,10.4,239.7
light ice cream bar,"light ice cream bar, chocolate",3.3,19.7,16.9,1,11.1,243.9
creamsicle,creamsicle,1.5,32.8,3.1,0,18.5,164.9
creamsicle,"creamsicle, light",1.1,11.7,0,1.8,3.3,51
fudgesicle,fudgesicle,2.6,30,3.7,1,17.5,163.2
light ice cream cone,"light ice cream cone, vanilla, prepackaged",5.4,34.2,7.3,0.7,16.4,224.3
light ice cream cone,"light ice cream cone, chocolate, prepackaged",5.3,34.9,7.6,1.3,17.1,228.8
sherbet,"sherbet, all flavors",1.1,30.4,2,1.3,24.3,144
fudgesicle,"fudgesicle, light",3.7,23.1,1.9,1.5,5.1,124
pudding,"pudding, chocolate, nfs",2.1,23,4.6,0,17.2,141.8
pudding,"pudding, bread",5.6,23.5,4.7,1,15.1,159
pudding,"pudding, flavors other than chocolate, nfs",1.4,22.6,3.8,0,17,130.2
custard,custard,5.1,11,3.4,0,10.9,95.2
flan,flan,5.3,28.2,4.8,0,28.1,177.3
creme brulee,creme brulee,4.1,17.9,2.7,0,17.9,111.7
pudding,"pudding, rice",3.2,18.4,2.2,0.3,11.6,105.8
firni,"firni, indian pudding",3.6,25.2,3.1,0.3,15.7,142.9
pudding,"pudding, tapioca, made from dry mix",2,21.7,3.9,0,14.9,129.5
pudding,"pudding, flavors other than chocolate, made from dry mix",2.8,19.4,1.8,0,19.4,104.7
pudding,"pudding, chocolate, made from dry mix",3.1,20.4,2,0.7,16.6,111.8
pudding,"pudding, flavors other than chocolate, made from dry mix, sugar free",3.2,9.6,1.9,0,4.7,68.4
pudding,"pudding, chocolate, made from dry mix, sugar free",3.5,10.5,2,0.5,4.6,74.2
pudding,"pudding, flavors other than chocolate, ready-to-eat",1.4,22.6,3.8,0,17,130.2
pudding,"pudding, flavors other than chocolate, ready-to-eat, sugar free",3.2,9.6,1.9,0,4.7,68.4
pudding,"pudding, chocolate, ready-to-eat",2.1,23,4.6,0,17.2,141.8
pudding,"pudding, chocolate, ready-to-eat, sugar free",3.5,10.5,2,0.5,4.6,74.2
pudding,"pudding, tapioca, ready-to-eat",2,21.7,3.9,0,14.9,129.5
banana pudding,banana pudding,2.7,27.9,4.2,0.9,18.8,160.6
mousse,mousse,4.4,16.2,15,0.6,15.1,217.1
milk dessert or milk candy,"milk dessert or milk candy, puerto rican style",6.8,55.4,7.4,0,49.7,314.9
barfi or burfi,"barfi or burfi, indian dessert",5.4,40.5,11.3,0.4,37,285.5
trifle,trifle,3.5,23.2,7.1,0.4,15.8,171
tiramisu,tiramisu,5.9,29.6,24.3,0.4,18.9,360.6
custard pudding,"custard pudding, flavor other than chocolate, baby food, ns as to strained or junior",1.7,16.8,1.5,0.1,11.8,87.3
custard pudding,"custard pudding, baby food, flavor other than chocolate, strained",1.6,16,2,0,11.5,88.4
custard pudding,"custard pudding, baby food, flavor other than chocolate, junior",1.8,17.6,1,0.2,12.2,86.2
white sauce or gravy,white sauce or gravy,3.8,9.2,10,0.2,4.6,141.6
cheese,"cheese, nfs",20.4,5,29.6,0,2.7,368.3
cheese,"cheese, blue or roquefort",21.4,2.3,28.7,0,0.5,353.6
cheese,"cheese, brick",23.2,2.8,29.7,0,0.5,371.2
cheese,"cheese, camembert",19.8,0.5,24.3,0,0.5,299.4
cheese,"cheese, brie",20.8,0.4,27.7,0,0.4,333.9
cheese,"cheese, cheddar",23.3,2.4,34,0,0.3,409
cheese,"cheese, cheddar, reduced fat",27.4,2.7,20.4,0,0.3,303.8
cheese,"cheese, cheddar, nonfat or fat free",32.1,7.1,0,0,0,157.1
cheese,"cheese, colby",23.8,2.6,32.1,0,0.5,394.3
cheese,"cheese, colby jack",24.1,1.6,31.2,0,0.5,383.8
cheese,"cheese, feta",14.2,3.9,21.5,0,0,265.8
cheese,"cheese, fontina",25.6,1.6,31.1,0,1.6,388.9
cheese,"cheese, goat",21.6,0.1,29.8,0,0.1,355.4
cheese,"cheese, gouda or edam",24.9,2.2,27.4,0,2.2,355.6
cheese,"cheese, gruyere",29.8,0.4,32.3,0,0.4,411.7
cheese,"cheese, limburger",20,0.5,27.2,0,0.5,327.4
cheese,"cheese, monterey",24.5,0.7,30.3,0,0.5,373.2
cheese,"cheese, monterey, reduced fat",28.2,0.7,21.6,0,0.6,310
cheese,"cheese, mozzarella, nfs",23.7,4.4,20.4,0,1.8,296.2
cheese,"cheese, mozzarella, part skim",23.7,4.4,20.4,0,1.8,296.2
cheese,"cheese, mozzarella, reduced sodium",27.5,3.1,17.1,0,1.2,276.3
cheese,"cheese, mozzarella, nonfat or fat free",31.7,3.5,0,1.8,1.5,140.8
cheese,"cheese, muenster",23.4,1.1,30,0,1.1,368.5
cheese,"cheese, muenster, reduced fat",24.7,3.5,17.6,0,3.5,271.2
cheese,"cheese, parmesan, dry grated",29.6,12.4,28,0,0.1,420
cheese,"cheese, parmesan, dry grated, reduced fat",34.8,26.2,16.5,0,0.8,392.5
cheese,"cheese, parmesan, hard",29.6,12.4,28,0,0.1,420
cheese,"cheese, parmesan, dry grated, fat free",40,40,5,0,1.5,365
cheese,"cheese, port du salut",24.9,2.2,27.4,0,2.2,355.6
cheese,"cheese, provolone",25.6,2.1,26.6,0,0.6,350.5
cheese,"cheese, provolone, reduced fat",24.7,3.5,17.6,0,0.6,271.2
cheese,"cheese, swiss",27,1.4,31,0,0,392.8
cheese,"cheese, swiss, reduced sodium",28.4,3.4,27.4,0,1.3,373.8
cheese,"cheese, swiss, reduced fat",28.4,3.4,5.1,0,1.3,173.1
cheese,"cheese, swiss, nonfat or fat free",28.4,3.4,0,0,1.3,127.2
cheese,"cheese, cheddar, reduced sodium",24.4,1.9,32.6,0,0.5,398.6
cheese,"cheese, mexican blend",23.5,1.8,28.5,0,1.2,357.8
